tilastovuosi,okmOhjauksenAla,koulutusala02,koulutustyyppi,koulutusaste,ammattikorkeakoulu,hankkeistetutOpinnaytetyot,opinnaytetyotEiHankkeistetut,kooditKoulutusala2002,kooditOkmOhjauksenAla,kooditAmmattikorkeakoulu,kooditKoulutustyyppi,tietojoukkoPaivitettyPvm
2021,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,29,3,99,8,02472,2,2026-03-06
2021,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,6,6,99,9,02472,2,2026-03-06
2021,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,49,15,99,11,02472,2,2026-03-06
2021,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,2,0,99,12,02472,2,2026-03-06
2021,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,18,2,99,2,02472,6,2026-03-06
2021,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,20,6,99,5,02472,6,2026-03-06
2021,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,32,2,99,8,02472,6,2026-03-06
2021,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,2,99,9,02472,6,2026-03-06
2021,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,31,1,99,11,02472,6,2026-03-06
2021,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,0,99,12,02472,6,2026-03-06
2017,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,24,3,99,2,02472,1,2026-03-06
2017,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,12,7,99,4,02472,1,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,131,16,99,5,02472,1,2026-03-06
2017,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,9,99,7,02472,1,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,82,57,99,8,02472,1,2026-03-06
2017,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,24,43,99,9,02472,1,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,144,75,99,11,02472,1,2026-03-06
2017,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,23,7,99,12,02472,1,2026-03-06
2017,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,10,2,99,4,02472,2,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,39,3,99,5,02472,2,2026-03-06
2017,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,1,1,99,7,02472,2,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,27,7,99,8,02472,2,2026-03-06
2017,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,3,9,99,9,02472,2,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,46,29,99,11,02472,2,2026-03-06
2017,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,4,2,99,12,02472,2,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,14,2,99,5,02472,6,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,10,9,99,8,02472,6,2026-03-06
2017,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,2,99,9,02472,6,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,22,1,99,11,02472,6,2026-03-06
2017,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,4,2,99,12,02472,6,2026-03-06
2018,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,34,4,99,2,02472,1,2026-03-06
2018,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,11,8,99,4,02472,1,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,124,24,99,5,02472,1,2026-03-06
2018,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,15,4,99,7,02472,1,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,123,19,99,8,02472,1,2026-03-06
2018,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,20,23,99,9,02472,1,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,179,49,99,11,02472,1,2026-03-06
2018,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,20,0,99,12,02472,1,2026-03-06
2018,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,1,0,99,2,02472,2,2026-03-06
2018,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,4,0,99,4,02472,2,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,36,3,99,5,02472,2,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,32,4,99,8,02472,2,2026-03-06
2018,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,7,12,99,9,02472,2,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,35,7,99,11,02472,2,2026-03-06
2018,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,9,2,99,12,02472,2,2026-03-06
2018,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,4,1,99,2,02472,6,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,9,3,99,5,02472,6,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,16,2,99,8,02472,6,2026-03-06
2018,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,1,1,99,9,02472,6,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,18,0,99,11,02472,6,2026-03-06
2018,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,2,0,99,12,02472,6,2026-03-06
2020,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,20,9,99,2,02472,1,2026-03-06
2020,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,11,6,99,4,02472,1,2026-03-06
2020,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,90,49,99,5,02472,1,2026-03-06
2020,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,12,2,99,7,02472,1,2026-03-06
2020,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,128,35,99,8,02472,1,2026-03-06
2020,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,23,16,99,9,02472,1,2026-03-06
2020,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,166,45,99,11,02472,1,2026-03-06
2020,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,27,1,99,12,02472,1,2026-03-06
2020,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,2,99,4,02472,2,2026-03-06
2020,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,26,14,99,5,02472,2,2026-03-06
2020,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,25,6,99,8,02472,2,2026-03-06
2020,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,9,2,99,9,02472,2,2026-03-06
2020,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,56,4,99,11,02472,2,2026-03-06
2020,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,2,0,99,12,02472,2,2026-03-06
2020,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,6,0,99,2,02472,6,2026-03-06
2020,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,26,6,99,5,02472,6,2026-03-06
2020,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,20,5,99,8,02472,6,2026-03-06
2020,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,6,0,99,9,02472,6,2026-03-06
2020,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,27,3,99,11,02472,6,2026-03-06
2020,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,0,99,12,02472,6,2026-03-06
2019,Taiteet ja kulttuurialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,28,12,99,2,02472,1,2026-03-06
2019,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,15,7,99,4,02472,1,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,100,33,99,5,02472,1,2026-03-06
2019,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,25,12,99,7,02472,1,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,113,30,99,8,02472,1,2026-03-06
2019,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,23,22,99,9,02472,1,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,138,46,99,11,02472,1,2026-03-06
2019,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,15,4,99,12,02472,1,2026-03-06
2019,Yhteiskunnalliset alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,6,1,99,4,02472,2,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,26,7,99,5,02472,2,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,38,13,99,8,02472,2,2026-03-06
2019,Maa- ja metsätalousalat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,5,3,99,9,02472,2,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,46,12,99,11,02472,2,2026-03-06
2019,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,13,1,99,12,02472,2,2026-03-06
2019,Taiteet ja kulttuurialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,10,0,99,2,02472,6,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,17,6,99,5,02472,6,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,21,3,99,8,02472,6,2026-03-06
2019,Maa- ja metsätalousalat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,3,1,99,9,02472,6,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,20,0,99,11,02472,6,2026-03-06
2019,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Seinäjoen ammattikorkeakoulu,2,0,99,12,02472,6,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,41,1,99,5,02473,1,2026-03-06
2017,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,44,0,99,7,02473,1,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,35,1,99,8,02473,1,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,77,0,99,11,02473,1,2026-03-06
2017,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,56,0,99,12,02473,1,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,17,0,99,5,02473,2,2026-03-06
2017,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,0,0,99,7,02473,2,2026-03-06
2017,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,2,0,99,8,02473,2,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,18,0,99,11,02473,2,2026-03-06
2017,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,21,0,99,12,02473,2,2026-03-06
2017,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,13,0,99,5,02473,6,2026-03-06
2017,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,7,0,99,7,02473,6,2026-03-06
2017,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,5,0,99,11,02473,6,2026-03-06
2017,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,11,0,99,12,02473,6,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,46,9,99,5,02473,1,2026-03-06
2018,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,44,23,99,7,02473,1,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,40,0,99,8,02473,1,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,51,0,99,11,02473,1,2026-03-06
2018,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,74,1,99,12,02473,1,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,15,0,99,5,02473,2,2026-03-06
2018,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,1,0,99,7,02473,2,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,6,0,99,8,02473,2,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,31,0,99,11,02473,2,2026-03-06
2018,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,14,0,99,12,02473,2,2026-03-06
2018,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,14,0,99,5,02473,6,2026-03-06
2018,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,1,0,99,7,02473,6,2026-03-06
2018,Tekniikan alat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,6,0,99,8,02473,6,2026-03-06
2018,Terveys- ja hyvinvointialat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,5,0,99,11,02473,6,2026-03-06
2018,Palvelualat,Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,17,0,99,12,02473,6,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,43,8,99,5,02473,1,2026-03-06
2019,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,35,9,99,7,02473,1,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,36,0,99,8,02473,1,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,53,0,99,11,02473,1,2026-03-06
2019,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava nuorten koulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,59,5,99,12,02473,1,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,16,0,99,5,02473,2,2026-03-06
2019,Tietojenkäsittely ja tietoliikenne,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,4,0,99,7,02473,2,2026-03-06
2019,Tekniikan alat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,3,0,99,8,02473,2,2026-03-06
2019,Terveys- ja hyvinvointialat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,35,0,99,11,02473,2,2026-03-06
2019,Palvelualat,Tieto puuttuu,Amk-tutkintoon johtava aikuiskoulutus,Ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,14,3,99,12,02473,2,2026-03-06
2019,"Kauppa, hallinto ja oikeustieteet",Tieto puuttuu,Ylempi ammattikorkeakoulututkinto,Ylempi ammattikorkeakoulututkinto,Kajaanin ammattikorkeakoulu,12,0,99,5,02473,6,2026-03-06
